company,description,category,review_id,stars,title,review
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103806,5,"Competitive and Reliable",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103807,5,"Top quality service as usual",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103808,5,"Excellent delivery service.Can not…",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103809,5,"Trustworthy",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103810,5,"PlayStation Voucher",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103811,5,"PSN wallet card codes arrived immediately....",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103812,5,"smooth transaction for psn gift card",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103813,5,"I absolutely love ShopTo.Net",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103814,5,"Use it now to order PlayStation store…",""
"www.shopto.net","ShopTo.Net - The Online UK Video Games and console Superstore. We specialise in, Playstation 4, Nintendo Switch, Nintendo 3DS, Xbox One, game consoles and accessories.","Events & Entertainment",103815,5,"Brilliant as ever ",""
