company,description,category,review_id,stars,title,review
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29662,5,"Dave 55","Excellent service as always shout out to Jerome at Bromley. Tried many speakers in acoustic nightmare of a room the last being Q Acoustic 3020i which sounded ok but these wharfedale 12.1speakers are pure class the control across the whole range is superb nice bass but never over boomy which is a feat in my sparsely furnished hard wood floor living room great example of sound engineering highly recommend."
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29663,5,"Great service from Richer Sounds…","Great service from the Richer Sounds team at Stockport. We visited the store looking for a TV that would be suitable for watching sport (tennis so quite a small ball) and got some really good, specific advice on what we needed (type, how each brand compared on this etc.). We have now ordered the TV and are looking forwards to delivery tomorrow. "
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29664,5,"Wanted a TV for an 84 year old relative…","Wanted a TV for an 84 year old relative who’s set had broken on Xmas day. Contacted the store how put away a replacement at an unbelievably cheap £149. Collected from store in under 10 minutes, TV was up and running within 1/2 an hour. Great service, great price - very happy customer 👍"
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29665,5,"IMFORMED FRIENDLY HELP FROM RICHER SOUNDS","Excellent rapport and helpfulness with your Southgate branch including a refund when the price of what we bought dropped a day or two later. Best of all was the informed choice we were able to make, suitable for our specific requirements, from the two members of your staff at Southgate. Many thanksUllswater"
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29666,5,"Purchase of Hi-Fi Equipment From Richer Sounds","The Sales Assistant, Richard, was very helpful & guided me through the process to buy some hi-fi equipment from Richer Sounds, Cheltenham. I wasn't able to get to the store, so all the organising had to be done on the phone, which worked out fine. I had previously bought a Cyrus CD player from Richard at Richer Sounds, Cheltenham and that was made easy as well."
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29667,5,"We have been dealing with Richer Sounds…","We have been dealing with Richer Sounds for over eight years. Purchasing from them is always a delight. The staff are always friendly knowledgeable and offer constructive advice. We believe it’s very important to support independent business. More people should make their go to shop."
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29668,5,"This was our first purchase from Richer…","This was our first purchase from Richer Sounds and definitely won’t be our last.  Paul at the Sheffield store gave great advice and we’re delighted with our new TV’s.   The communication around delivery was excellent, as was the delivery itself, thanks to Trav & Rob. "
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29669,5,"New turntable  / hi-fi set up","I popped into the Nottingham store and spent quite some time with Rob going through options for a completely revamp / upgraded hi-fi and turntable. Every question was expertly answered. A quick demo was arranged and an order placed. I collected the turntable, amp, streamer and speakers from the store two days later. A call for advice during set up was promptly responded to and I also received a refund on the speaker stands without any question. Would definitely recommend. Exceptional service. Thanks."
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29670,5,"I wouldn’t shop anywhere else for a new TV","I bought my last TV here 12 years ago and felt like the guys really knew their stuff at the time. So when it broke on Christmas Day Richer Sounds was my immediate thought. With a 6 year guarantee it outshines the likes of John Lewis and the expertise and customer service offered by the staff is exceptional. I was served by the manager and ended up buying a projector instead of a TV. He was absolutely happy to turn the lights off in store and turn up the volume to make sure i was happy before i purchased. If you want to make a good purchase and feel valued while you’re doing it, Richer Sounds should be your next stop"
"www.richersounds.com","Richer Sounds is a British home entertainment retailer that operates through a chain of 51 stores and through online, mainly in England. The business was 100% owned by Julian Richer, the founder and managing director of the company, who in 2019 sold 60% of its shares to an employee ownership trust.","Electronics & Technology",29671,5,"Amazing customer service!","In a world where customer service seems to be an alien concept to most businesses, Richer Sounds are a beacon! Bought a turntable for my son for Christmas, saved a good amount of money by signing up to the VIP club, and then a small issue was fixed instantly and brilliantly. I actually can’t wait to shop at Richer Sounds again."
