company,description,category,review_id,stars,title,review
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91655,5,"Columbo was so amazingly helpful",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91656,5,"Very good service ",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91657,5,"Extremely pleased",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91658,5,"Great experience ",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91659,5,"Eloise my placement advisor was amazing…",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91660,5,"Very good and clear communications from…",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91661,5,"Animal Courses Direct offered a great service and great support",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91662,5,"Great distance learning providor",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91663,5,"Best Placement Coordinator",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91664,5,"Excellent Course and Tutor!",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91675,4,"Diploma in Canine care, Welfare and Behavior",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91676,4,"I have only done 2 modules so far",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91677,4,"L4 diploma in canine training, welfare and behaviour",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91678,4,"Cainine First Aid Webinar",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91679,4,"Hydrotherapy Dip level 3",""
"www.animalcoursesdirect.co.uk","Animal Courses Direct offer an extensive range of Regulated Qualifications that are designed to enhance career and employment prospects in the Animal Care, Veterinary and Wildlife sectors worldwide - our courses raise the standards of animal care through education.","Education & Training",91680,4,"Very comprehensive and interesting…",""
